3 .,GAJE SINGH,,M,IND,1067,2.23%
4 .,RAM SARAN,,M,IND,625,1.31%
5 .,SARWAN,,M,IND,476,1.00%
6,,,,,,
No.,CANDIDATE,,SEX,PARTY,VOTES,%
6 .,MARU RAM,,M,IND,416,0.87%
7 .,MAMU,,M,IND,396,0.83%
8 .,PRIT SINGH,,M,IND,288,0.60%
9 .,RAM KUMAR,,M,IND,194,0.41%
10 .,RAMNA,,M,IND,190,0.40%
11 .,HAWA SINGH,,M,IND,110,0.23%
12 .,SANTU,,M,IND,66,0.14%
ELECTORS :,70926 VOTERS  : 48634,,POLL PERCENTAGE  :,68.57%,VALID VOTES,47816
Constituency,45 NARWANA,,,,,
1 .,SHAMSHER SINGH,,M,INC,25672,41.55%
2 .,TEK CHAND,,M,LKD,19848,32.13%
3 .,GORI SHANKAR,,M,IND,12620,20.43%
4 .,OM PARKASH,,M,CPI,1930,3.12%
5 .,RANBIR KAUR,,F,IND,509,0.82%
6 .,JHANDA,,M,IND,399,0.65%
7 .,HARINDER,,M,IND,253,0.41%
8 .,JOGINDER,,M,IND,159,0.26%
9 .,MUNSHI RAM,,M,IND,144,0.23%
10 .,BIR BHAN,,M,IND,102,0.17%
11 .,KAPUR CHAND,,M,IND,59,0.10%
12 .,TARSEM CHAND,,M,IND,48,0.08%
13 .,PAWAN KUMAR,,M,IND,37,0.06%
ELECTORS :,77375 VOTERS  : 63121,,POLL PERCENTAGE  :,81.58%,VALID VOTES,61780
Constituency,46 UCHANA KALAN,,,,,
1 .,BIRENDER SINGH,,M,INC,30031,50.26%
2 .,DESH RAJ,,M,IND,20225,33.85%
3 .,SURENDERPAL SINGH,,M,LKD,7037,11.78%
4 .,OM PARKASH,,M,IND,1210,2.02%
5 .,RAM PHAL,,M,IND,616,1.03%
6 .,SUBE SINGH,,M,IND,359,0.60%
7 .,RICHHPAL,,M,IND,206,0.34%
8 .,JAGJIT SINGH POHLOO,,M,IND,71,0.12%
ELECTORS :,80559 VOTERS  : 60691,,POLL PERCENTAGE  :,75.34%,VALID VOTES,59755
Constituency,47 RAJOND,,,,,
1 .,DAYA NAND,,M,INC,21229,42.01%
2 .,DHARAM BIR,,M,LKD,17035,33.71%
3 .,RAM PAL SINGH,,M,IND,10753,21.28%
4 .,JAGJIT SINGH POHLOO,,M,IND,459,0.91%
5 .,RAM KISHAN,,M,IND,415,0.82%
6 .,GURMAZ SINGH,,M,IND,242,0.48%
7 .,GULZAR SINGH,,M,IND,176,0.35%
8 .,BALBIR SINGH,,M,IND,143,0.28%
9 .,BHIM SINGH,,M,IND,85,0.17%
ELECTORS :,67936 VOTERS  : 51323,,POLL PERCENTAGE  :,75.55%,VALID VOTES,50537
No.,CANDIDATE,SEX,PARTY,VOTES,%
3 .,RAM CHARAN,M,IND,1036,1.79%
4 .,HAWA SINGH,M,IND,540,0.93%
5 .,DEVI DAYAL,M,IND,516,0.89%
6 .,JANKI,F,IND,375,0.65%
7 .,DIWANA,M,IND,353,0.61%
8 .,OM PARKASH,M,IND,222,0.38%
9 .,RAJ KISHAN,M,IND,215,0.37%
10 .,RISHI RAJ,M,IND,194,0.34%
11 .,KARAN SINGH,M,IND,160,0.28%
12 .,RAM KUMAR,M,IND,115,0.20%
13 .,GULAB SINGH,M,IND,100,0.17%
14 .,MANGE RAM S/O BADRI PARSHAD,M,IND,78,0.13%
ELECTORS :,77021 VOTERS  : 58691,POLL PERCENTAGE  :,76.20%,VALID VOTES,57848
Constituency,49 JULANA,,,,
1 .,KULBIR SINGH,M,LKD,17880,34.59%
2 .,SHAMSHER SINGH,M,INC,12723,24.62%
3 .,DAL SINGH,M,IND,8145,15.76%
4 .,KISHAN LAL,M,IND,6920,13.39%
5 .,DAYA SINGH,M,IND,1357,2.63%
6 .,SATBIR SINGH,M,IND,1083,2.10%
7 .,SHRI KISHAN,M,JNP,980,1.90%
8 .,BALBIR SINGH,M,CPM,919,1.78%
9 .,DAYA NAND S/O AMI LAL,M,IND,539,1.04%
10 .,RAM BABU,M,IND,324,0.63%
11 .,JAI BHAGWAN,M,IND,200,0.39%
12 .,GITA RAM,M,IND,171,0.33%
13 .,DAYA NAND S/O BHARTA,M,IND,135,0.26%
14 .,MANGE RAM,M,IND,120,0.23%
15 .,MOHINDER SINGH,M,IND,89,0.17%
16 .,CHANDER BHAN,M,IND,58,0.11%
17 .,BADLU RAM,M,IND,42,0.08%
ELECTORS :,72283 VOTERS  : 52381,POLL PERCENTAGE  :,72.47%,VALID VOTES,51685
Constituency,50 SAFIDON,,,,
1 .,KUNDAN LAL,M,INC,17303,31.28%
2 .,SATVIR SINGH,M,LKD,10335,18.68%
3 .,RANDHRI SINGH KALWA WALA,M,IND,6554,11.85%
4 .,SAT NARAIN,M,IND,6121,11.07%
5 .,INDER SINGH,M,IND,5801,10.49%
6 .,VAID SHREE KRISHAN,M,IND,4226,7.64%
7 .,KHUSI RAM,M,IND,853,1.54%
8 .,RAM KUMAR,M,IND,657,1.19%
9 .,LAL CHAND,M,JNP,527,0.95%
10 .,RANDHIR,M,IND,519,0.94%
11 .,KARTAR SINGH,M,IND,471,0.85%
12 .,RAM SARUP,M,IND,418,0.76%
13 .,VINOD KUMAR,M,IND,253,0.46%
14 .,FATEH SINGH,M,IND,233,0.42%
15 .,LAKHMI CHAND,M,IND,170,0.31%
16 .,MANGE RAM,M,IND,131,0.24%
No.,CANDIDATE,SEX,PARTY,VOTES,%
17 .,SUBHASH,M,IND,121,0.22%
18 .,JAGDISH,M,IND,102,0.18%
20 .,RANDHIR SINGH HADWA WALA,M,IND,96,0.17%
19 .,MANINDER KUMAR,M,IND,96,0.17%
21 .,SURESH KUMAR,M,IND,86,0.16%
22 .,SUMER SINGH,M,IND,73,0.13%
23 .,NAND KISHORE,M,IND,53,0.10%
24 .,OM PARKASH,M,IND,48,0.09%
25 .,RAM BHAJ,M,IND,38,0.07%
26 .,SURESH CHANDER,M,IND,31,0.06%
ELECTORS :,77116 VOTERS  : 56358 POLL PERCENTAGE  :,,73.08%,VALID VOTES,55316
Constituency,51 FARIDABAD,,,,
1 .,A. C. CHAUDHARY,M,INC,34983,49.46%
2 .,KUNDAN LAL,M,BJP,23039,32.57%
3 .,GHAN SHYAM,M,IND,6116,8.65%
4 .,KANWAL NATH GULATI,M,IND,3855,5.45%
5 .,RAMJI LAL,M,IND,805,1.14%
6 .,BHAI LAL,M,IND,448,0.63%
7 .,RAM AVTAR,M,IND,327,0.46%
8 .,LIQUAT ALI,M,IND,259,0.37%
9 .,SUSHEELA,F,IND,222,0.31%
10 .,RAJENDER KUMAR,M,IND,124,0.18%
11 .,BEHARI LAL KOHLI,M,IND,121,0.17%
12 .,CHANDER PAL SHARMA,M,IND,103,0.15%
13 .,JAGDISH RAJ,M,IND,86,0.12%
14 .,VIJENDER SINGH,M,IND,68,0.10%
15 .,NAZAR MOHMMAD,M,IND,67,0.09%
16 .,PARKASH CHAND,M,IND,41,0.06%
17 .,OM PARKASH,M,IND,35,0.05%
18 .,SURAJ PAL,M,IND,29,0.04%
ELECTORS :,114517 VOTERS  : 71681 POLL PERCENTAGE  :,,62.59%,VALID VOTES,70728
Constituency,52 MEWLA MAHARAJPUR,,,,
1 .,MAHENDRA PRATAP SINGH,M,LKD,39008,62.39%
2 .,GAJRAJ BAHADUR,M,INC,16217,25.94%
3 .,BRAHAM PAL,M,IND,2752,4.40%
4 .,TEJ SINGH,M,IND,1218,1.95%
5 .,HO RAM,M,CPI,842,1.35%
6 .,VED SINGH,M,JNP,532,0.85%
7 .,LAKHI RAM,M,IND,357,0.57%
8 .,JAGANNATH,M,IND,324,0.52%
9 .,RAJENDER,M,IND,253,0.40%
10 .,VIJAY KUMAR,M,IND,243,0.39%
11 .,MANGAT RAM GUPTA,M,IND,205,0.33%
12 .,KRISHAN AUTAR,M,IND,130,0.21%
13 .,BABAR SINGH,M,IND,123,0.20%
14 .,PRAHLAD SINGH,M,IND,111,0.18%
15 .,RATAN LAL SHARMA,M,IND,106,0.17%
16 .,BANWARI LAL,M,IND,103,0.16%
4 .,RAJ DEV,,M,JNP,5728,8.94%
5 .,SHIV CHARAN,,M,IND,1098,1.71%
6 .,HARCHANDI,,M,IND,719,1.12%
7 .,DHARAMBIR SINGH,,M,IND,519,0.81%
8 .,DHARAM PAL SINGLA,,M,IND,211,0.33%
9 .,KISHAN CHAND,,M,IND,138,0.22%
10 .,RADHA KRISHAN,,M,IND,138,0.22%
11 .,RAJINDER S/O DALIP SINGH,,M,IND,80,0.12%
ELECTORS :,93359 VOTERS  : 65219,,POLL PERCENTAGE  :,69.86%,VALID VOTES,64075
Constituency,54 PALWAL,,,,,
1 .,KALYAN SINGH,,M,INC,23463,41.98%
2 .,SUBHASH CHAND,,M,IND,15232,27.25%
3 .,NARAIN DATT,,M,IND,7941,14.21%
4 .,RAJENDER,,M,LKD,6973,12.48%
5 .,PHOOL CHAND AGGARWAL,,M,IND,646,1.16%
6 .,TUHI RAM,,M,IND,472,0.84%
7 .,RANVIR KUMAR,,M,IND,352,0.63%
8 .,RANVIR SINGH,,M,IND,328,0.59%
9 .,CHANDER PRABHA,,F,IND,307,0.55%
10 .,GANGA SAHAI,,M,IND,174,0.31%
ELECTORS :,80762 VOTERS  : 57049,,POLL PERCENTAGE  :,70.64%,VALID VOTES,55888
Constituency,55 HASSANPUR (SC),,,,,
1 .,GIR RAJ KISHORE,,M,LKD,21259,39.88%
2 .,GAYA LAL,,M,IND,14755,27.68%
3 .,BEHARI LAL,,M,INC,14731,27.63%
4 .,RAM RATTAN,,M,IND,1393,2.61%
5 .,BHUP RAM,,M,JNP,312,0.59%
6 .,CHANDGI RAM,,M,IND,273,0.51%
7 .,DHARAMVIR SINGH,,M,IND,240,0.45%
8 .,BHAJAN LAL ARYA,,M,IND,187,0.35%
9 .,RAM SARUP,,M,IND,161,0.30%
ELECTORS :,81609 VOTERS  : 54698,,POLL PERCENTAGE  :,67.02%,VALID VOTES,53311
No.,CANDIDATE,,SEX,PARTY,VOTES,%
ELECTORS :,101364 VOTERS  : 63563,,POLL PERCENTAGE  :,62.71%,VALID VOTES,62524
Constituency,53 BALLABGARH,,,,,
1 .,SHARDA RANI,,F,IND,22176,34.61%
2 .,RAJINDER SINGH S/O GAJRAJ SINGH,,M,INC,18165,28.35%
3 .,SUBHASH CHAND,,M,LKD,15103,23.57%
ELECTORS :,81609 VOTERS  :,,54698,POLL PERCENTAGE  :,67.02%,VALID VOTES,53311
Constituency,56 HATHIN,,,,,,
1 .,AZMAT KHAN,,,M,JNP,12828,24.81%
2 .,KHILLAN SINGH,,,M,LKD,12655,24.47%
3 .,RAMJI LAL DAGAR,,,M,INC,12230,23.65%
4 .,WALI MOHAMMED,,,M,IND,7800,15.08%
5 .,BHAGWAN SAHAI RAWAT,,,M,IND,3954,7.65%
6 .,SANSHONU ANSARI,,,M,IND,587,1.14%
7 .,CHHUTMAL,,,M,IND,329,0.64%
8 .,NATHI SINGH,,,M,IND,248,0.48%
9 .,UDAI SINGH RAWAT,,,M,IND,213,0.41%
10,,,,,,,
No.,CANDIDATE,SEX,PARTY,VOTES,%
10 .,DHUNDER SINGH CHAUHAN,M,IND,199,0.38%
11 .,PARMA NAND VERMA,M,IND,139,0.27%
12 .,VIJAY PAL RAWAT,M,IND,126,0.24%
13 .,HARSH KUMAR,M,IND,125,0.24%
14 .,NOOR MOHAMMAD,M,IND,113,0.22%
15 .,RAMESH CHAND,M,IND,104,0.20%
16 .,MAULANA BASHIR AHMED,M,IND,62,0.12%
ELECTORS :,77939 VOTERS  : 52554,POLL PERCENTAGE  :,67.43%,VALID VOTES,51712
Constituency,57 FEROZEPUR JHIRKA,,,,
1 .,SHAKRULLA,M,INC,12552,21.93%
2 .,BANWARI LAL,M,IND,10450,18.26%
3 .,AZMAT KHAN,M,IND,10215,17.85%
4 .,YAKUB KHAN,M,IND,8799,15.37%
5 .,SARDAR MOHD.,M,IND,5586,9.76%
6 .,DIN MOHD.,M,IND,2495,4.36%
7 .,YASIN KHAN,M,IND,1389,2.43%
8 .,UMAR MOHD.,M,IND,1260,2.20%
9 .,KARAM ILAHI,M,IND,1032,1.80%
10 .,ALISHER,M,IND,868,1.52%
11 .,MOHD. SARDAR KHAN,M,IND,859,1.50%
12 .,RUP RAM,M,IND,692,1.21%
13 .,MEO KHAN,M,IND,417,0.73%
14 .,ABDUL RIZAK,M,IND,224,0.39%
15 .,RAHIM BUX,M,IND,139,0.24%
16 .,MANGAL RAM,M,IND,94,0.16%
17 .,RAJENDER,M,IND,77,0.13%
18 .,AKHTAR HUSSAIN,M,IND,65,0.11%
19 .,BAL KISHAN,M,IND,29,0.05%
ELECTORS :,81810 VOTERS  : 58260,POLL PERCENTAGE  :,71.21%,VALID VOTES,57242
Constituency,58 NUH,,,,
1 .,RAHIM KHAN,M,IND,15554,32.61%
2 .,SARDAR KHAN,M,INC,14416,30.23%
3 .,DIN MOHD. S/O MURAD KHAN,M,LKD,6258,13.12%
4 .,MAUZ KHAN,M,IND,4543,9.53%
5 .,MOOL CHAND,M,IND,3769,7.90%
6 .,BASHIR AHMAD S/O UMRAO,M,BJP,1507,3.16%
7 .,NAWAZ  KHAN,M,IND,328,0.69%
8 .,BASHIR AHMAD S/O CHHAJU,M,IND,224,0.47%
9 .,UMAR MOHD.,M,IND,220,0.46%
10 .,CHET RAM,M,IND,183,0.38%
11 .,DIN MOHD. S/O NOOR KHAN,M,IND,180,0.38%
12 .,ROOP CHAND,M,IND,130,0.27%
13 .,NANAK CHAND,M,IND,129,0.27%
14 .,VIJAY KUMAR,M,IND,118,0.25%
15 .,ALTAF HUSSAIN,M,IND,50,0.10%
16 .,LAKHI RAM,M,IND,46,0.10%
17 .,GHANSHAM DAS,M,IND,35,0.07%
ELECTORS :,74364 VOTERS  : 48621,POLL PERCENTAGE  :,65.38%,VALID VOTES,47690
No.,CANDIDATE,,SEX,PARTY,VOTES,%
Constituency,59 TAORU,,,,,
1 .,KABIR AHMAD,,M,INC,17531,30.50%
2 .,RAVINDER KUMAR,,M,IND,13687,23.81%
3 .,HAMMID HUSSAIN,,M,IND,12079,21.02%
4 .,SURAJ PAL SINGH,,M,IND,6033,10.50%
5 .,SHYAM RAJ SINGH,,M,LKD,3744,6.51%
6 .,SIRRAJ,,M,IND,1509,2.63%
7 .,LIAKA,,M,IND,661,1.15%
8 .,USMAN KHAN,,M,IND,495,0.86%
9 .,PREM DUTT,,M,CPI,481,0.84%
10 .,GIASI,,M,IND,461,0.80%
11 .,RAM KANWAR,,M,IND,225,0.39%
12 .,JAI PARKASH,,M,JNP,204,0.35%
13 .,ROSHAN LAL,,M,IND,202,0.35%
14 .,BALDEV,,M,IND,165,0.29%
ELECTORS :,83683 VOTERS  :,59275,POLL PERCENTAGE  :,70.83%,VALID VOTES,57477
Constituency,60 SOHNA,,,,,
1 .,VIJAY VIR SINGH,,M,IND,18432,33.11%
2 .,GYASI RAM,,M,INC,13904,24.97%
3 .,BALBIR SINGH BOKAN,,M,LKD,9864,17.72%
4 .,RAM CHANDER,,M,IND,6252,11.23%
5 .,SATYA PARKASH,,M,JNP,2940,5.28%
6 .,JAGDISH SINGH,,M,IND,1457,2.62%
7 .,ROHTAS,,M,IND,883,1.59%
8 .,HEM RAM,,M,IND,601,1.08%
9 .,JAI PARKASH,,M,IND,472,0.85%
10 .,TODAR,,M,IND,403,0.72%
11 .,HAR KESH,,M,IND,216,0.39%
12 .,JAGMAL SINGH,,M,IND,144,0.26%
13 .,SAT PARKASH,,M,IND,109,0.20%
ELECTORS :,83778 VOTERS  :,56942,POLL PERCENTAGE  :,67.97%,VALID VOTES,55677
Constituency,61 GURGAON,,,,,
1 .,DHARAM BIR,,M,INC,24809,42.78%
2 .,SITA RAM SINGLA,,M,BJP,16610,28.64%
3 .,PARTAP SINGH THAKRAN,,M,IND,9649,16.64%
4 .,GAJRAJ SINGH,,M,IND,3941,6.80%
5 .,K. D. RISHI,,M,CPI,1126,1.94%
6 .,PHOOL CHAND SUMAN,,M,JNP,438,0.76%
7 .,SITA RAM SHARMA,,M,IND,388,0.67%
8 .,PRITHVI PAL SINGH,,M,IND,142,0.24%
9 .,LAL CHAND,,M,IND,138,0.24%
10 .,JITENDER KUMAR,,M,IND,133,0.23%
11 .,PRABHU DAYAL PARWASI,,M,IND,119,0.21%
12 .,SHAM LAL KALRA,,M,IND,82,0.14%
13 .,SAHIB RAM,,M,IND,72,0.12%
14 .,DHARAM VIR SINGH,,M,IND,71,0.12%
15 .,RAJU ADLAKHA,,M,IND,49,0.08%
16 .,ISHWAR DASS,,M,IND,47,0.08%
17 .,GANPAT RAM,,M,IND,46,0.08%
No.,CANDIDATE,SEX,PARTY,VOTES,%
18 .,CHANDER PARKASH GUPTA,M,IND,38,0.07%
19 .,RAGHUBIR SINGH,M,IND,34,0.06%
20 .,JAGDISH MITTER,M,IND,30,0.05%
21 .,RAJ KUMAR,M,IND,24,0.04%
ELECTORS :,87301 VOTERS  : 58785,POLL PERCENTAGE  :,67.34%,VALID VOTES,57986
Constituency,62 PATAUDI (SC),,,,
1 .,MOHAN LAL,M,INC,22739,42.70%
2 .,NARAIN SINGH,M,IND,21942,41.21%
3 .,GORE LAL,M,LKD,6200,11.64%
4 .,RAM SINGH,M,IND,1243,2.33%
5 .,MARU RAM,M,IND,264,0.50%
6 .,JAWALA PARSHAD,M,IND,252,0.47%
7 .,ROOP CHAND,M,IND,239,0.45%
8 .,MURARI LAL,M,IND,181,0.34%
9 .,DULI CHAND,M,IND,141,0.26%
10 .,HARI RAM,M,IND,46,0.09%
ELECTORS :,83655 VOTERS  : 54231,POLL PERCENTAGE  :,64.83%,VALID VOTES,53247
Constituency,63 BADHRA,,,,
1 .,CHANDRA WATI,F,LKD,21905,40.71%
2 .,ATTAR SINGH,M,INC,20808,38.67%
3 .,PIARE LAL,M,IND,3795,7.05%
4 .,BHAGWAN SINGH,M,IND,2282,4.24%
5 .,MANOHAR LAL,M,IND,1719,3.19%
6 .,DHARAM PAL,M,JNP,1583,2.94%
7 .,SATVIR,M,IND,597,1.11%
8 .,KANWAL SINGH,M,IND,484,0.90%
9 .,SANWAT RAM,M,IND,305,0.57%
10 .,DHARAM VIR SINGH,M,IND,185,0.34%
11 .,HAWA SINGH,M,IND,80,0.15%
12 .,PARAKH SINGH,M,IND,66,0.12%
ELECTORS :,82725 VOTERS  : 54803,POLL PERCENTAGE  :,66.25%,VALID VOTES,53809
Constituency,64 DADRI,,,,
1 .,HUKAM SINGH,M,LKD,20943,39.61%
2 .,JAGJIT,M,INC,16439,31.09%
3 .,DHARAM SINGH,M,IND,12450,23.55%
4 .,DAYA NAND,M,IND,1576,2.98%
5 .,NARINDER SINGH,M,IND,269,0.51%
6 .,MILKHAN RAM,M,IND,246,0.47%
7 .,VIJAY KUMAR,M,JNP,237,0.45%
8 .,SATNARAIN,M,IND,131,0.25%
9 .,RAMESH CHANDER,M,IND,118,0.22%
10 .,RAM KUMAR,M,IND,118,0.22%
11 .,SHAM LAL,M,IND,111,0.21%
12 .,RAJINDER SINGH,M,IND,91,0.17%
13 .,RANJIT SINGH,M,IND,85,0.16%
14 .,FATEH SINGH,M,IND,63,0.12%
ELECTORS :,78734 VOTERS  : 53790,POLL PERCENTAGE  :,68.32%,VALID VOTES,52877
No.,CANDIDATE,SEX,PARTY,VOTES,%
Constituency,65 MUNDHAL KHURD,,,,
1 .,BALBIR SINGH,M,LKD,25019,44.50%
2 .,BIR SINGH,M,INC,23261,41.37%
3 .,RAM AUTAR,M,IND,5481,9.75%
4 .,BRIJPAL SINGH,M,JNP,567,1.01%
5 .,NATHU RAM,M,IND,371,0.66%
6 .,GAJA NAND,M,IND,332,0.59%
7 .,CHATUR BHUJ,M,IND,187,0.33%
8 .,BHARAT SINGH,M,IND,164,0.29%
9 .,RAM CHANDER,M,IND,132,0.23%
10 .,KOHAR SINGH,M,IND,102,0.18%
11 .,KAPOORS S/O SEDHA RAM,M,IND,80,0.14%
12 .,PURAN MAL,M,IND,78,0.14%
13 .,PRITAM SINGH,M,IND,77,0.14%
14 .,SITA RAM,M,IND,64,0.11%
15 .,JAGDEV,M,IND,62,0.11%
16 .,WAZIR SINGH,M,IND,54,0.10%
17 .,VINOD KUMAR,M,IND,42,0.07%
18 .,KAPOORS S/O HUNA,M,IND,38,0.07%
19 .,HAWA SINGH,M,IND,38,0.07%
20 .,PURAN DEV SHASTRI,M,IND,37,0.07%
21 .,NARAIN SINGH,M,IND,26,0.05%
22 .,ANAND,M,IND,16,0.03%
ELECTORS :,77050 VOTERS  : 57160,POLL PERCENTAGE  :,74.19%,VALID VOTES,56228
Constituency,66 BHIWANI,,,,
1 .,SAGAR RAM,M,INC,24697,48.26%
2 .,RAMESH CHANDER,M,BJP,18789,36.71%
3 .,BHALE RAM,M,IND,1684,3.29%
4 .,HARISH CHANDER,M,CPI,1593,3.11%
5 .,NARINDER KUMAR,M,JNP,980,1.91%
6 .,SHRI NIWAS URF RAM NIWAS,M,IND,886,1.73%
7 .,SHIMBHU DAYAL,M,IND,697,1.36%
8 .,RAM SINGH VERMA,M,IND,347,0.68%
9 .,SHASHI BHUSHAN,M,IND,329,0.64%
10 .,BALBIR,M,IND,316,0.62%
11 .,OM PARKASH S/O DURGA PARSAD,M,IND,180,0.35%
12 .,MAHADEV PARSAD,M,IND,139,0.27%
13 .,MOHAN SINGH,M,IND,125,0.24%
14 .,HARI SINGH,M,IND,101,0.20%
15 .,RAMNIJ DASS,M,IND,90,0.18%
16 .,BHANA RAM,M,IND,84,0.16%
17 .,OM PARKASH S/O CHIRANJI LAL,M,IND,80,0.16%
18 .,JAIPAL SINGH,M,IND,59,0.12%
ELECTORS :,78766 VOTERS  : 51807,POLL PERCENTAGE  :,65.77%,VALID VOTES,51176
Constituency,67 TOSHAM,,,,
1 .,SURENDER SINGH,M,INC,33283,60.83%
2 .,OM PARKASH,M,LKD,7655,13.99%
3 .,RAM SAWRUP,M,IND,7145,13.06%
4 .,RAMESH CHAND,M,IND,2750,5.03%
No.,CANDIDATE,,SEX,PARTY,VOTES,%
5 .,JAGBIR,,M,IND,1399,2.56%
6 .,BHANWAR SINGH,,M,JNP,1078,1.97%
7 .,HAR KARAN,,M,IND,557,1.02%
8 .,BHAGITI,,F,IND,231,0.42%
9 .,HAR NARAIN,,M,IND,199,0.36%
10 .,HARI SINGH,,M,IND,163,0.30%
11 .,ISHWAR,,M,IND,136,0.25%
12 .,RAJ PAL SINGH,,M,IND,115,0.21%
ELECTORS :,83407 VOTERS  : 55574,,POLL PERCENTAGE  :,66.63%,VALID VOTES,54711
Constituency,68 LOHARU,,,,,
1 .,HIRA NAND,,M,LKD,25108,46.42%
2 .,RAM NARAIN SINGH,,M,INC,16124,29.81%
3 .,CHAMAN LAL,,M,IND,5148,9.52%
4 .,OM PARKASH,,M,JNP,3709,6.86%
5 .,MANGLA RAM,,M,IND,720,1.33%
6 .,NIRANJAN LAL,,M,IND,656,1.21%
7 .,NANAG,,M,IND,554,1.02%
8 .,RAM KUMAR,,M,IND,473,0.87%
9 .,SHER SINGH,,M,IND,459,0.85%
10 .,JAGDISH,,M,IND,221,0.41%
11 .,BHADAR,,M,IND,215,0.40%
12 .,SHRI CHAND,,M,IND,208,0.38%
13 .,DASHRATH,,M,IND,176,0.33%
14 .,SUMITRA,,F,IND,97,0.18%
15 .,RATI RAM,,M,IND,91,0.17%
16 .,MAHI PAL S/O POKAR,,M,IND,61,0.11%
17 .,CHANDER BHAN,,M,IND,56,0.10%
18 .,MAHI PAL S/O RAM SINGH,,M,IND,18,0.03%
ELECTORS :,87269 VOTERS  : 55162,,POLL PERCENTAGE  :,63.21%,VALID VOTES,54094
Constituency,69 BAWANI KHERA (SC),,,,,
1 .,AMAR SINGH,,M,LKD,24298,44.68%
2 .,JAGAN NATH,,M,INC,22963,42.22%
3 .,RAM SAWRUP,,M,IND,3343,6.15%
4 .,RAMDHARI,,M,IND,1642,3.02%
5 .,RAM SINGH,,M,IND,392,0.72%
6 .,MANGE RAM,,M,JNP,323,0.59%
7 .,RIKHI RAM,,M,IND,246,0.45%
8 .,DALIP SINGH,,M,IND,237,0.44%
9 .,DAVENDER SINGH,,M,IND,217,0.40%
10 .,OM PARKASH,,M,IND,206,0.38%
11 .,NIHAL CHAND,,M,IND,185,0.34%
12 .,JATI RAM,,M,IND,157,0.29%
13 .,SUSHIL,,M,IND,64,0.12%
14 .,DHARAM PAL,,M,IND,60,0.11%
15 .,VED PAL,,M,IND,51,0.09%
ELECTORS :,81578 VOTERS  : 55371,,POLL PERCENTAGE  :,67.87%,VALID VOTES,54384
No.,CANDIDATE,,SEX,PARTY,VOTES,%
2 .,JOGINDER SINGH,,M,IND,14141,24.65%
3 .,JAI NARAIN VERMA,,M,LKD,10272,17.91%
4 .,SURENDER,,M,IND,9016,15.72%
5 .,KRISHAN SINGH,,M,IND,2003,3.49%
6 .,BHIM,,M,IND,636,1.11%
7 .,RAM KUMAR,,M,IND,423,0.74%
8 .,CHANDGI,,M,IND,367,0.64%
9 .,CHET RAM,,M,IND,314,0.55%
10 .,RAM NIWAS SHARMA,,M,IND,280,0.49%
11 .,GULZARI,,M,IND,140,0.24%
ELECTORS :,80022 VOTERS  : 58503,,POLL PERCENTAGE  :,73.11%,VALID VOTES,57358
Constituency,71 NARNAUND,,,,,
1 .,VIRENDER SINGH,,M,LKD,24564,44.39%
2 .,SARUP SINGH,,M,INC,16552,29.91%
3 .,RAM KUMAR,,M,IND,7049,12.74%
4 .,JASWANT SINGH,,M,IND,4539,8.20%
5 .,RAM BILAS,,M,JNP,889,1.61%
6 .,MANI RAM,,M,IND,602,1.09%
7 .,PARTAP,,M,IND,529,0.96%
8 .,ISHWAR SINGH,,M,IND,352,0.64%
9 .,SATBIR SINGH,,M,IND,177,0.32%
10 .,KAMAL KISHOR,,M,IND,81,0.15%
ELECTORS :,75618 VOTERS  : 56498,,POLL PERCENTAGE  :,74.72%,VALID VOTES,55334
Constituency,72 HANSI,,,,,
1 .,AMIR CHAND,,M,LKD,20934,38.11%
2 .,HARI SINGH,,M,INC,17141,31.21%
3 .,JAI NARAIN,,M,IND,9518,17.33%
4 .,RAM KISHAN,,M,CPM,2928,5.33%
5 .,PIRTHVI SINGH,,M,IND,1220,2.22%
6 .,DHARAM PAL,,M,IND,1122,2.04%
7 .,PIARE LAL,,M,IND,507,0.92%
8 .,BANI SINGH,,M,IND,288,0.52%
9 .,UDMI RAM,,M,IND,246,0.45%
10 .,VIJAY SINGH,,M,IND,216,0.39%
11 .,SHISHU PAL SINGH,,M,IND,154,0.28%
12 .,BALDEV SINGH,,M,IND,139,0.25%
13 .,JASWANT RAI,,M,IND,137,0.25%
14 .,DALIP SINGH,,M,IND,97,0.18%
15 .,RATTAN SINGH,,M,IND,86,0.16%
16 .,JAIBIR SINGH,,M,IND,85,0.15%
17 .,RAM KUMAR GOYAL,,M,IND,59,0.11%
18 .,SHYAM LAL,,M,IND,49,0.09%
ELECTORS :,80744 VOTERS  : 55904,,POLL PERCENTAGE  :,69.24%,VALID VOTES,54926
Constituency,73 BHATTU KALAN,,,,,
1 .,SAMPAT SINGH,,M,IND,28780,53.85%
2 .,RAN SINGH,,M,INC,21717,40.63%
3 .,SHIV BUX JANGRA,,M,IND,1072,2.01%
4 .,BHAGWAN SINGH,,M,IND,797,1.49%
No.,CANDIDATE,,SEX,PARTY,VOTES,%
5 .,RAM SARUP,,M,LKD,442,0.83%
6 .,NIHAL SINGH,,M,IND,432,0.81%
7 .,VED PARKASH,,M,IND,124,0.23%
8 .,JAGAT RAM GOYAL,,M,IND,84,0.16%
ELECTORS :,75330 VOTERS  : 54362,,POLL PERCENTAGE  :,72.17%,VALID VOTES,53448
